Company Name,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,job_simplified,seniority,Rating Category,job_state,Python_yn,Spark,AWS_yn,Average Salary
Life360,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Public,Computer Hardware & Software,Information Technology,Unknown,data analyst,Senior/Principal,Medium Rating, CA,1,0,0,138500.0
IQVIA,"Plymouth Meeting, PA","Durham, NC",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),data scientist,Senior/Principal,Medium Rating, PA,0,0,0,111500.0
MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, MA,0,0,0,68500.0
GSK,"Cambridge, MA","Brentford, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),other scientist,Senior/Principal,Medium Rating, MA,0,0,1,84500.0
Eventbrite,"Nashville, TN","San Francisco, CA",1001 to 5000 employees,Company - Public,Internet,Information Technology,$100 to $500 million (USD),data engineer,Senior/Principal,High Rating, TN,1,1,1,102500.0
Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown,other scientist,Entry Level,Low Rating, PA,0,0,0,73500.0
Riverside Research Institute,"Beavercreek, OH","Arlington, VA",501 to 1000 employees,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),reasearch scientist,Other,Medium Rating, OH,1,0,0,93500.0
"Numeric, LLC","Allentown, PA","Chadds Ford, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),data scientist,Senior/Principal,Medium Rating, PA,0,0,0,127500.0
The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT","Salt Lake City, UT",10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown,data analyst,Associate,High Rating, UT,0,0,0,72000.0
MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),other,Other,Medium Rating, MA,1,1,1,129500.0
Icon Health and Fitness,"Logan, UT","Logan, UT",1001 to 5000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),data analyst,Other,Medium Rating, UT,1,0,0,47000.0
Shipt,"Birmingham, AL","Birmingham, AL",501 to 1000 employees,Subsidiary or Business Segment,Consumer Product Rental,Consumer Services,Unknown,data engineer,Other,Medium Rating, AL,1,1,1,65000.0
Associated Banc-Corp,"Green Bay, WI","Green Bay, WI",1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),data analyst,Other,Medium Rating, WI,0,0,1,60000.0
Pfizer,"New York, NY","New York, NY",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Senior/Principal,High Rating, NY,0,0,1,167500.0
Fareportal,"New York, NY","New York, NY",1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),data analyst,Associate,Medium Rating, NY,0,0,0,65000.0
Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),data analyst,Senior/Principal,High Rating, VA,1,0,0,94000.0
Moda Operandi,"New York, NY","New York, NY",201 to 500 employees,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),data analyst,Senior/Principal,Very Low Rating, NY,1,0,0,87500.0
Novetta,"Reston, VA","Mc Lean, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),data engineer,Senior/Principal,High Rating, VA,1,1,1,97000.0
Genesys,"Durham, NC","Daly City, CA",5001 to 10000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),data engineer,Senior/Principal,High Rating, NC,1,1,1,112500.0
MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),other,Other,Medium Rating, MA,0,1,1,91500.0
Liberty Mutual Insurance,"Indianapolis, IN","Boston, MA",10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),other engineer,Other,Medium Rating, IN,1,0,0,51500.0
Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Entry Level,Medium Rating, MA,0,0,0,114500.0
USEReady,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),data scientist,Other,High Rating, NY,1,1,1,115000.0
"Numeric, LLC","Phila, PA","Chadds Ford, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),other,Senior/Principal,Medium Rating, PA,1,0,1,74000.0
QK,"Clovis, CA","Visalia, CA",51 to 200 employees,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),business intelligence,Associate,High Rating, CA,0,0,0,51000.0
Tivity Health,"Chandler, AZ","Franklin, TN",501 to 1000 employees,Company - Public,Health Care Services & Hospitals,Health Care,Unknown,data engineer,Senior/Principal,Medium Rating, AZ,0,0,0,100000.0
Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, MA,0,0,0,121000.0
Demandbase,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),data analyst,Senior/Principal,High Rating, CA,0,0,0,121500.0
Santander,"Boston, MA","Madrid, Spain",10000+ employees,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),data scientist,Associate,Medium Rating, MA,1,0,0,62500.0
Monte Rosa Therapeutics,"Cambridge, MA",-1,Unknown,Unknown,Unknown,Unknown,Unknown,other scientist,Other,No Rating, MA,0,0,0,117500.0
Luminar Technologies,"Orlando, FL","Orlando, FL",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,data scientist,Senior/Principal,Medium Rating, FL,1,0,1,122000.0
BRMi,"Chantilly, VA","Washington, DC",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown,data engineer,Other,High Rating, VA,1,1,1,85000.0
IntraEdge,"Scottsdale, AZ","Chandler, AZ",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),data engineer,Other,Medium Rating, AZ,1,1,1,60500.0
Zest AI,"Burbank, CA","Burbank, CA",51 to 200 employees,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),data scientist,Senior/Principal,Medium Rating, CA,1,0,0,180000.0
Veterans United Home Loans,"Columbia, MO","Columbia, MO",1001 to 5000 employees,Company - Private,Lending,Finance,Unknown,other,Other,High Rating, MO,0,1,0,70500.0
Peraton,"Chantilly, VA","Herndon, VA",1001 to 5000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),data engineer,Other,Medium Rating, VA,1,1,0,118500.0
"Emtec, Inc.","Chicago, IL","Jacksonville, FL",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),other analytics,Other,Medium Rating, IL,1,0,0,66500.0
PA Consulting,"Boston, MA","London, United Kingdom",1001 to 5000 employees,Company - Private,Consulting,Business Services,$100 to $500 million (USD),data scientist,Senior/Principal,Medium Rating, MA,0,1,0,107500.0
Praetorian,"Austin, TX","Austin, TX",51 to 200 employees,Company - Private,Security Services,Business Services,$10 to $25 million (USD),data engineer,Senior/Principal,High Rating, TX,1,1,0,138500.0
Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),other scientist,Associate,Low Rating, MD,0,0,0,81000.0
COUNTRY Financial,"Bloomington, IL","Bloomington, IL",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),data engineer,Other,Medium Rating, IL,1,1,0,58500.0
Echo Global Logistics,"Chicago, IL","Chicago, IL",1001 to 5000 employees,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),data engineer,Senior/Principal,Medium Rating, IL,0,0,0,107500.0
Agios Pharmaceuticals,"Cambridge, MA","Cambridge, MA",501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),other scientist,Other,Medium Rating, MA,0,0,0,120500.0
Tapjoy,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),data scientist,Senior/Principal,Medium Rating, CA,1,1,0,63500.0
Reynolds American,"Owensboro, KY","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),business intelligence,Other,Medium Rating, KY,0,0,0,103500.0
Mentor Graphics,"Fremont, CA","Wilsonville, OR",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),data scientist,Other,High Rating, CA,1,0,0,107000.0
Maxar Technologies,"Springfield, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),data engineer,Other,Medium Rating, VA,1,1,0,105500.0
ICW Group,"San Diego, CA","San Diego, CA",501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),data engineer,Other,Low Rating, CA,0,0,0,83000.0
Glassdoor,"San Francisco, CA","Mill Valley, CA",1001 to 5000 employees,Company - Private,Internet,Information Technology,Unknown,data engineer,Senior/Principal,High Rating, CA,1,1,1,162000.0
Esri,"Redlands, CA","Redlands, CA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),data scientist,Other,Medium Rating, CA,1,1,0,68500.0
Assurant,"Westlake, OH","New York, NY",10000+ employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),data scientist,Senior/Principal,Medium Rating, OH,0,0,0,110500.0
F&G,"Des Moines, IA","Des Moines, IA",201 to 500 employees,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),data engineer,Senior/Principal,Medium Rating, IA,1,0,0,115500.0
Exelixis,"Alameda, CA","Alameda, CA",501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,reasearch scientist,Associate,Medium Rating, CA,0,0,0,87500.0
PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),data scientist,Senior/Principal,Medium Rating, WA,0,0,0,80500.0
GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,Company - Private,Lending,Finance,$100 to $500 million (USD),data analyst,Other,High Rating, IA,0,0,0,43000.0
Acceleron Pharma,"Cambridge, MA","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,other scientist,Executive/Director,High Rating, MA,0,0,0,140000.0
Pfizer,"Cambridge, MA","New York, NY",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),business intelligence,Executive/Director,High Rating, MA,0,0,1,172000.0
Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,Company - Private,Unknown,Unknown,Unknown,other scientist,Senior/Principal,No Rating, MA,0,0,0,120000.0
AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),data analyst,Senior/Principal,Medium Rating, PA,0,0,0,66500.0
Exelixis,"Alameda, CA","Alameda, CA",501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,other scientist,Senior/Principal,Medium Rating, CA,0,0,0,100000.0
Strategic Employment Partners,"San Francisco, CA","Los Angeles, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),data engineer,Senior/Principal,High Rating, CA,1,0,1,94500.0
Grand Rounds,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,data scientist,Senior/Principal,High Rating, CA,1,0,0,221500.0
PNNL,"Seattle, WA","Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),data scientist,Senior/Principal,Medium Rating, WA,0,0,0,119000.0
"SPINS, LLC","Chicago, IL","Chicago, IL",201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),data engineer,Other,Medium Rating, IL,1,0,0,95500.0
Liberty Mutual Insurance,"Chicago, IL","Boston, MA",10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),data scientist,Executive/Director,Medium Rating, IL,1,0,0,194500.0
Catholic Health Initiatives,"Omaha, NE","Englewood, CO",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),machine learning engineer,Other,Medium Rating, NE,0,0,0,52000.0
FLEETCOR,"Nashville, TN","Peachtree Corners, GA",5001 to 10000 employees,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),data analyst,Senior/Principal,Low Rating, TN,0,0,0,28080.0
DTCC,"Jersey City, NJ","New York, NY",1001 to 5000 employees,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),other,Senior/Principal,Medium Rating, NJ,1,0,0,173000.0
Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown,data scientist,Other,Medium Rating, TX,1,0,1,105500.0
Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),other scientist,Senior/Principal,Medium Rating, TX,1,0,1,71500.0
Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),other scientist,Senior/Principal,Medium Rating, NC,0,0,0,74000.0
Raytheon,"Huntsville, AL","Waltham, MA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),data analyst,Associate,Medium Rating, AL,0,0,0,62500.0
RTI International,"Durham, NC","Research Triangle Park, NC",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),other scientist,Senior/Principal,High Rating, NC,0,0,0,65500.0
DICK'S Sporting Goods - Corporate,"Coraopolis, PA","Coraopolis, PA",10000+ employees,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),data scientist,Other,Medium Rating, PA,1,0,0,85000.0
AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, MD,1,0,0,147500.0
TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services,Unknown,data scientist,Executive/Director,Medium Rating, NJ,1,0,1,161500.0
Carilion Clinic,"Roanoke, VA","Roanoke, VA",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),data engineer,Other,Medium Rating, VA,0,0,0,81000.0
United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),data analyst,Senior/Principal,Low Rating, PA,0,0,0,72500.0
Figure Eight,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),data engineer,Senior/Principal,Medium Rating, CA,1,0,1,139000.0
Tapjoy,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),data engineer,Senior/Principal,Medium Rating, CA,0,0,0,136500.0
DoubleVerify,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Internet,Information Technology,Unknown,data analyst,Senior/Principal,Medium Rating, NY,1,1,0,83000.0
Mitsubishi Electric Research Labs,"Cambridge, MA","Cambridge, MA",51 to 200 employees,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),reasearch scientist,Senior/Principal,High Rating, MA,0,0,1,121000.0
Fareportal,"New York, NY","New York, NY",1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),data scientist,Associate,Medium Rating, NY,1,1,0,74500.0
"Rodan and Fields, LLC","San Francisco, CA","San Francisco, CA",501 to 1000 employees,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown,data analyst,Other,Low Rating, CA,0,0,0,85500.0
Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),business intelligence,Senior/Principal,Medium Rating, NC,0,0,0,80500.0
Mitsubishi Electric Research Labs,"Cambridge, MA","Cambridge, MA",51 to 200 employees,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),reasearch scientist,Senior/Principal,High Rating, MA,0,0,0,167500.0
Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown,machine learning engineer,Other,Low Rating, PA,1,0,0,107500.0
DESC,"Seattle, WA","Seattle, WA",501 to 1000 employees,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),data analyst,Other,Medium Rating, WA,0,0,1,44500.0
Johns Hopkins Health Care,"Glen Burnie, MD","Baltimore, MD",1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),data analyst,Senior/Principal,Medium Rating, MD,0,0,0,107500.0
Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,Company - Private,Unknown,Unknown,Unknown,reasearch scientist,Senior/Principal,No Rating, MA,0,0,0,132500.0
Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),data analyst,Senior/Principal,Medium Rating, PA,0,0,0,69500.0
Western Digital,"Milpitas, CA","San Jose, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),other engineer,Senior/Principal,Medium Rating, CA,1,1,1,98500.0
Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),other scientist,Associate,Low Rating, MD,0,0,0,80500.0
FORMA THERAPEUTICS,"Watertown, MA","Watertown, MA",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),other scientist,Other,Medium Rating, MA,0,0,0,76960.0
Raytheon,"Cambridge, MD","Waltham, MA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),software engineer,Associate,Medium Rating, MD,1,0,0,99000.0
Agios Pharmaceuticals,"Cambridge, MA","Cambridge, MA",501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),other scientist,Senior/Principal,Medium Rating, MA,0,0,0,96500.0
Liberty Mutual Insurance,"Boston, MA","Boston, MA",10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),data scientist,Executive/Director,Medium Rating, MA,0,0,0,53000.0
Bridg,"Los Angeles, CA","Los Angeles, CA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data engineer,Senior/Principal,Low Rating, CA,0,1,1,103000.0
Bill.com,"Palo Alto, CA","Palo Alto, CA",501 to 1000 employees,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),data scientist,Senior/Principal,Medium Rating, CA,0,0,0,139500.0
Pacific Northwest National Laboratory,"Richland, WA","Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),data scientist,Entry Level,Medium Rating, WA,0,0,0,67000.0
Infosys,"Hartford, CT","Bengaluru, India",10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),other analytics,Other,Medium Rating, CT,0,0,0,62500.0
AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),other scientist,Entry Level,Medium Rating, MD,0,0,0,92000.0
AXION Healthcare Solutions,"New York, NY","New York, NY",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),data analyst,Other,Medium Rating, NY,0,0,0,66000.0
Alignment Healthcare,"Orange, CA","Orange, CA",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,data engineer,Other,Medium Rating, CA,1,1,1,94500.0
TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services,Unknown,data scientist,Other,Medium Rating, NJ,1,0,1,114000.0
ExecOnline,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Education Training Services,Education,Unknown,data scientist,Other,High Rating, NY,1,0,1,75500.0
Charter Spectrum,"Maryland Heights, MO","North Salt Lake, UT",1 to 50 employees,School / School District,K-12 Education,Education,$5 to $10 million (USD),data scientist,Other,Medium Rating, MO,0,0,0,96000.0
Mteq,"Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),machine learning engineer,Other,High Rating, VA,1,0,0,87000.0
Brillient,"Silver Spring, MD","Reston, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),data scientist,Other,Medium Rating, MD,1,0,0,86000.0
Entefy,"Palo Alto, CA","Palo Alto, CA",1 to 50 employees,Company - Private,Internet,Information Technology,Unknown,data scientist,Senior/Principal,High Rating, CA,1,0,0,116500.0
Sunovion,"Marlborough, MA","Marlborough, MA",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),other scientist,Senior/Principal,Medium Rating, MA,1,0,0,154500.0
San Manuel Casino,"Highland, CA","Highland, CA",1001 to 5000 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),data analyst,Other,Medium Rating, CA,0,0,0,48500.0
Cboe Global Markets,"Lenexa, KS","Chicago, IL",501 to 1000 employees,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),machine learning engineer,Other,Medium Rating, KS,1,0,0,87000.0
Trace3,"Houston, TX","Irvine, CA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),data engineer,Other,Medium Rating, TX,1,1,0,80000.0
Texas Health Huguley Hospital,"Burleson, TX","Arlington, TX",1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),other scientist,Other,High Rating, TX,0,0,1,44720.0
Northrop Grumman,"San Jose, CA","Falls Church, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, CA,1,0,0,173000.0
Teasdale Latin Foods,"Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),other scientist,Other,Low Rating, IL,0,0,0,52500.0
Saama Technologies Inc,"Phoenix, AZ","Campbell, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,data engineer,Other,Medium Rating, AZ,1,1,0,68500.0
AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),other scientist,Senior/Principal,Medium Rating, MD,0,0,0,95000.0
MITRE,"Bedford, MA","Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),data scientist,Other,Medium Rating, MA,1,0,0,69500.0
The David J. Joseph Company,"Cincinnati, OH","Cincinnati, OH",201 to 500 employees,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,Unknown,data scientist,Senior/Principal,High Rating, OH,1,0,1,107000.0
The Buffalo Group,"Charlottesville, VA","Reston, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),data scientist,Senior/Principal,Medium Rating, VA,1,1,0,112000.0
CompQsoft,"Washington, DC","Houston, TX",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),data scientist,Other,Medium Rating, DC,1,0,0,96500.0
Cerus Corporation,"Concord, CA","Concord, CA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),other scientist,Other,Low Rating, CA,0,0,0,111500.0
Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data engineer,Executive/Director,Medium Rating, MA,0,1,1,154500.0
"Remedy BPCI Partners, LLC.","New York, NY","Norwalk, CT",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,data scientist,Other,Medium Rating, NY,1,1,1,95000.0
Strategic Financial Solutions,"New York, NY","New York, NY",501 to 1000 employees,Company - Private,Consumer Product Rental,Consumer Services,Unknown,data scientist,Other,High Rating, NY,1,0,0,97500.0
Maven Wave Partners,"Chicago, IL","Chicago, IL",201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),data scientist,Senior/Principal,High Rating, IL,1,0,1,128500.0
Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown,machine learning engineer,Senior/Principal,Low Rating, PA,0,0,0,124000.0
The Climate Corporation,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown,data scientist,Senior/Principal,Medium Rating, CA,0,0,1,194000.0
Vail Health,"Vail, CO","Vail, CO",501 to 1000 employees,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),other scientist,Other,Medium Rating, CO,0,0,0,65520.0
The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT","Salt Lake City, UT",10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown,data analyst,Associate,High Rating, UT,0,0,1,50000.0
Crossix Solutions,"New York, NY","New York, NY",201 to 500 employees,Company - Public,Advertising & Marketing,Business Services,Unknown,data scientist,Other,Medium Rating, NY,1,1,1,104500.0
Solugenix Corporation,"Phoenix, AZ","Brea, CA",201 to 500 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),data scientist,Other,High Rating, AZ,1,0,0,69500.0
West Coast University,"Irvine, CA","Irvine, CA",10000+ employees,Company - Private,Colleges & Universities,Education,Unknown,data scientist,Other,Low Rating, CA,1,0,0,121000.0
Clarity Insights,"Charlotte, NC","Chicago, IL",201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown,data engineer,Other,High Rating, NC,1,0,0,85500.0
NCSOFT,"Aliso Viejo, CA","Seoul, South Korea",1001 to 5000 employees,Company - Public,Video Games,Media,$10+ billion (USD),data engineer,Other,Medium Rating, CA,1,1,1,113000.0
